Fecha,Precio,Cap_de_mercado,24h_Volumen,Volatilidad_a_30_dias
18-08-22,9.714,953355873.449,12817648.597,0.281
18-08-23,9.446,925703864.392,23840137.303,0.280
18-08-24,9.688,949767300.871,18542332.993,0.272
18-08-25,10.192,999310962.563,23226435.656,0.275
18-08-26,10.116,991833847.428,19246894.431,0.273
18-08-27,10.221,1002050441.772,21736940.263,0.266
18-08-28,11.217,1098483033.660,44089488.691,0.286
18-08-29,11.468,1125039165.844,41283575.480,0.283
18-08-30,11.163,1094104885.361,31013818.550,0.280
18-08-31,10.752,1054126747.259,21800283.912,0.282
18-09-01,10.995,1078009887.447,24038876.994,0.279
18-09-02,11.415,1119133728.759,29377789.487,0.283
18-09-03,11.283,1103821007.667,21092376.295,0.282
18-09-04,11.261,1104480872.419,20047824.685,0.282
18-09-05,11.354,1113127809.777,20353155.748,0.282
18-09-06,10.118,989951404.569,27847012.561,0.299
18-09-07,10.256,1006803552.135,25161525.594,0.291
18-09-08,9.972,977698540.903,18533999.782,0.285
18-09-09,9.469,928309173.091,19639636.151,0.285
18-09-10,9.503,931723647.385,14840544.845,0.283
18-09-11,9.511,930452971.857,13934169.581,0.282
18-09-12,9.348,916422641.708,21380693.613,0.252
18-09-13,9.203,879018553.645,22734153.712,0.242
18-09-14,9.614,918746987.424,26269982.668,0.246
18-09-15,9.922,948229137.468,27479448.513,0.246
18-09-16,10.113,965043148.939,29326748.436,0.223
18-09-17,9.937,949061082.378,22681196.074,0.207
18-09-18,9.367,894716967.896,22485356.719,0.213
18-09-19,9.547,912577463.433,24273542.414,0.208
18-09-20,9.609,917696686.243,25292364.059,0.208
18-09-21,10.054,960259133.225,28762647.119,0.211
18-09-22,10.447,997832194.253,32382257.288,0.213
18-09-23,10.317,985393112.919,20101459.323,0.207
18-09-24,10.310,1488079900.900,22670196.301,0.207
18-09-25,10.040,1450237751.654,19289806.534,0.209
18-09-26,9.791,1411896130.945,17972383.462,0.184
18-09-27,9.745,1407777728.687,17926528.029,0.182
18-09-28,10.056,1452352372.602,28072584.635,0.184
18-09-29,9.972,1440706057.768,24743292.528,0.181
18-09-30,9.968,1440392829.020,31593173.318,0.179
18-10-01,10.013,1446314353.425,22991399.076,0.174
18-10-02,9.961,1439680403.238,21256339.953,0.174
18-10-03,10.340,1493274838.080,36332455.628,0.179
18-10-04,10.283,1483326566.439,37700291.349,0.179
18-10-05,10.307,1488751252.248,33254200.569,0.141
18-10-06,10.653,1538461617.486,41257129.724,0.144
18-10-07,10.427,1506162297.801,31728719.618,0.143
18-10-08,10.550,1523859036.011,33499771.824,0.132
18-10-09,10.561,1525303120.092,32549460.731,0.132
18-10-10,10.426,1505859403.459,28417353.922,0.134
18-10-11,10.376,1493947357.853,26768992.708,0.132
18-10-12,9.289,1341784372.842,24124215.683,0.170
18-10-13,9.550,1379371138.463,26037531.868,0.167
18-10-14,9.611,1388285752.404,26140290.659,0.163
18-10-15,9.579,1384751890.523,20781939.749,0.162
18-10-16,10.467,1513996077.150,47373536.671,0.186
18-10-17,10.151,1464680645.487,30773523.869,0.179
18-10-18,10.120,1461507184.432,35312865.019,0.179
18-10-19,9.850,1422818505.696,29839206.556,0.181
18-10-20,9.852,1423197773.015,25904760.120,0.175
18-10-21,9.880,1426891232.791,21715191.910,0.170
18-10-22,9.891,1428730146.948,26489723.640,0.170
18-10-23,9.823,1418914420.246,22162400.327,0.170
18-10-24,9.853,1423175948.507,29469396.740,0.168
18-10-25,9.765,1410437571.060,25796971.781,0.166
18-10-26,9.738,1406718416.079,21511304.757,0.166
18-10-27,9.756,1409211367.355,21058558.021,0.163
18-10-28,9.688,1399453693.534,21566946.369,0.163
18-10-29,9.703,1398368251.024,21788778.693,0.163
18-10-30,9.393,1356722024.717,16899091.907,0.166
18-10-31,9.435,1362381725.696,14604141.532,0.166
18-11-01,9.479,1369356960.890,18835216.900,0.161
18-11-02,9.571,1385407963.232,16905710.050,0.161
18-11-03,9.646,1393273729.126,18314703.363,0.162
18-11-04,9.581,1383900919.217,17270487.448,0.158
18-11-05,9.451,1365083899.569,23494936.484,0.157
18-11-06,9.701,1401181759.182,17943490.354,0.159
18-11-07,9.806,1415863696.177,18080929.423,0.159
18-11-08,9.877,1423432059.654,23171432.310,0.159
18-11-09,9.705,1399286952.438,16279644.190,0.160
18-11-10,9.567,1385583161.041,19399522.135,0.121
18-11-11,9.579,1379806384.445,15138432.686,0.117
18-11-12,9.526,1367649613.115,16427950.884,0.117
18-11-13,9.407,1358172520.633,16020475.317,0.118
18-11-14,9.311,1346186902.325,16920000.955,0.068
18-11-15,8.526,1227621934.149,17038371.871,0.103
18-11-16,8.247,1191248357.225,18548034.781,0.106
18-11-17,7.933,1144262270.934,18418797.086,0.109
18-11-18,7.807,1127318810.512,17778092.140,0.109
18-11-19,8.024,1155425816.983,14437436.095,0.114
18-11-20,6.699,968279561.692,19498288.476,0.195
18-11-21,5.833,832541432.756,20260209.734,0.227
18-11-22,6.230,899552607.800,13656213.696,0.241
18-11-23,5.724,832630400.739,9390908.413,0.250
18-11-24,5.623,812176757.439,9136662.563,0.250
18-11-25,5.161,745484408.308,10589327.164,0.257
18-11-26,5.211,752717119.635,11489580.001,0.258
18-11-27,4.939,719974004.611,10712379.176,0.259
18-11-28,4.943,715334615.147,7692710.451,0.260
18-11-29,5.325,768130862.956,14185022.020,0.277
18-11-30,5.345,771935628.513,11948338.739,0.277
18-12-01,5.075,733037374.970,10491232.547,0.277
18-12-02,5.265,760990933.846,13106457.722,0.282
18-12-03,5.225,754704945.552,13021313.565,0.282
18-12-04,5.070,731967065.726,12448461.025,0.282
18-12-05,5.871,846722370.162,35336440.393,0.331
18-12-06,6.056,874775886.026,56969041.773,0.333
18-12-07,4.932,703029474.032,33975846.412,0.373
18-12-08,4.514,652042804.900,25475156.926,0.379
18-12-09,4.697,677799025.522,19276580.528,0.384
18-12-10,4.800,692861265.612,20752169.493,0.386
18-12-11,4.589,663389003.559,15418897.499,0.386
18-12-12,4.855,694066438.723,20644057.560,0.394
18-12-13,4.971,716850026.718,14324729.514,0.397
18-12-14,4.596,662538458.318,14440568.521,0.395
18-12-15,4.470,645951230.789,13950440.058,0.395
18-12-16,4.537,654002924.774,15191783.740,0.396
18-12-17,4.650,670459060.982,18897684.971,0.398
18-12-18,5.057,728992546.438,21778555.595,0.409
18-12-19,5.516,796697911.894,28430902.941,0.390
18-12-20,5.418,783144467.862,24971936.363,0.368
18-12-21,5.672,817962331.280,28293644.532,0.365
18-12-22,5.484,793831097.474,24949306.613,0.357
18-12-23,5.823,839989864.596,29980698.535,0.361
18-12-24,5.964,860827477.929,33291898.385,0.351
18-12-25,6.093,882913638.785,33855193.106,0.351
18-12-26,5.364,782485496.219,21884038.603,0.369
18-12-27,5.596,807817913.040,16912282.625,0.371
18-12-28,5.166,746889126.490,13627824.727,0.373
18-12-29,5.881,848545994.751,20381364.417,0.397
18-12-30,5.728,836706088.082,16601972.373,0.394
18-12-31,5.888,850105601.433,18852746.389,0.393
19-01-01,6.082,879152887.866,33173245.327,0.394
19-01-02,5.987,863221330.110,20250617.701,0.393
19-01-03,6.057,874914238.882,25749501.336,0.361
19-01-04,5.800,837887454.805,16772990.673,0.363
19-01-05,5.967,862767566.444,24550945.240,0.308
19-01-06,5.914,854343865.490,33720095.653,0.293
19-01-07,6.267,905101272.650,44727778.654,0.296
19-01-08,6.208,896079437.627,29924667.236,0.296
19-01-09,6.573,949451442.213,53175943.904,0.295
19-01-10,6.512,932116117.830,64385829.721,0.292
19-01-11,5.839,843867607.442,48444058.965,0.313
19-01-12,5.967,858086715.109,38468727.708,0.302
19-01-13,5.873,848352643.025,31010060.119,0.300
